dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
Deep Learning for Water Quality,Streamflow data (Fig. 1a) from the Global Streamflow Indices and Metadata Archive (GSIM) were compiled from repositories at https://doi.org/10.1594/PANGAEA.887477 and https://doi.org/10.1594/PANGAEA.887470. Water-quality data (Fig. 1b) from the Global River Water...,Not available,"June 29, 2024",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Machine Learning Modeling of Water Quality Based Risk Assessment,This is the geospatial and hydroclimate input data used to develop data-driven Machine Learning (ML) models as well as model estimated water quality based risk metrics and watershed health composite...,Dataset,"March 29, 2021",https://doi.org/10.23719/1521112,Not available,U.S. EPA Office of Research and Development (ORD),Mohamed Hantush,Not available,2019-10-17,public,Not available
Process-guided deep learning water temperature predictions: 6 Model evaluation (test data and RMSE),"This dataset includes evaluation data (""test"" data) and performance metrics for water temperature predictions from multiple modeling frameworks. Process-Based (PB) models were configured and calibrated with training data to reduce...",Dataset,"May 31, 2023",c1917711-9b2c-430f-bdde-bb0c95dc6123,Not available,Climate Adaptation Science Centers,U.S. Geological Survey (Point of Contact),http://datainventory.doi.gov/id/dataset/136cfcabf47cdb2c15e0c67ba3687d53,2020-08-20,public,Not available
Dataset of channels and received IEEE 802.11ay signals for sensing applications in the 60GHz band,The dataset can be used to develop and test algorithms for communication and sensing in the 60GHz band. The dataset consists of synthetically generated indoor mm-wave channels between a MIMO...,Dataset,"August 10, 2021",ark:/88434/mds2-2417,Not available,National Institute of Standards and Technology,Steve Blandino,Not available,2021-05-27 00:00:00,public,2021-07-19
"Training dataset and results for geothermal exploration artificial intelligence, applied to Brady Hot Springs and Desert Peak","The submission includes the labeled datasets, as ESRI Grid files (.gri, .grd) used for training and classification results for our machine leaning model: - brady_som_output.gri, brady_som_output.grd, brady_som_output. - desert_som_output.gri, desert_som_output.grd,...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7406,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-05-17T16:03:00Z,public,2020-09-01T06:00:00Z
"Nestor: a toolkit for quantifying tacit maintenance knowledge, for investigatory analysis in smart manufacturing","There is often a large amount of maintenance data already available for use in Smart Manufacturing systems, but in a currently-unusable form: service tickets and maintenance work orders (MWOs). Nestor...",Not available,"March 11, 2021",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Correlation-derived seismic phase arrival times from matched-filter studies of Yellowstone (Wyoming) 2017, Kilauea volcano (Hawaii) 2018, and Ridgecrest (California) 2019: A dataset for developing phase-picking neural networks","This dataset contains correlation-derived seismic phase arrival times from three different studies: 1. Maple Creek Earthquake Swarm, Yellowstone, Wyoming, June 11 to September 6, 2017: Shelly, D. R., & J....",Dataset,"August 8, 2024",USGS:667b1415d34e6151c9d6bcfd,Not available,U.S. Geological Survey,GHSC Data Steward,http://datainventory.doi.gov/id/dataset/b539a66b7760b2a160756246ec8f5d4c,20240806,public,Not available
EGS Collab Experiment 1: 3D Seismic Velocity Model and Updated Microseismic Catalog Using Transfer-Learning Aided Double-Difference Tomography,"This package contains a 3D Seismic velocity model and an updated microseismic catalog associated with a proceedings paper (Chai et al., 2020) published in the 45th Workshop on Geothermal Reservoir...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7346,Not available,Oak Ridge National Laboratory,Chengping Chai,Not available,2024-07-18T16:07:18Z,public,2020-04-20T06:00:00Z
"GeoThermalCloud: Cloud Fusion of Big Data and Multi-Physics Models using Machine Learning for Discovery, Exploration and Development of Hidden Geothermal Resources","Geothermal exploration and production are challenging, expensive and risky. The GeoThermalCloud uses Machine Learning to predict the location of hidden geothermal resources. This submission includes a training dataset for the...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7488,Not available,Stanford University,Dimitrios Ioannis Belivanis,Not available,2022-05-26T16:04:57Z,public,2022-04-04T06:00:00Z
Publications and Datasets from Play-Fairway Retrospective Analysis with Emphasis on Developing Improved Hydrothermal Energy Assessments,Previous moderate- and high-temperature geothermal resource assessments of the western United States utilized data-driven methods and expert decisions to estimate resource favorability. Although expert decisions can add confidence to the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7589,Not available,United States Geological Survey,Stanley P. Mordensky,Not available,2023-07-25T18:06:00Z,public,2023-02-07T07:00:00Z
Stanford Thermal Earth Model for the Conterminous United States,"Provided here are various forms of the Stanford Thermal Earth Model, as well as the data and methods used for its creation. The predictions produced by this model were visualized...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7669,Not available,Stanford University,Mohammad Aljubran,Not available,2024-07-16T16:04:35Z,public,2024-03-14T06:00:00Z
Utah FORGE 2-2439v2: Report on Predicting Far-Field Stresses Using Finite Element Modeling and Near-Wellbore Machine Learning for Well 16A(78)-32,This report presents the far-field stress predictions at two locations along the vertical section of Utah FORGE Well 16A (78)-32 using a physics-based thermo-poro-mechanical model. Three principal stresses in far-field...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7711,Not available,University of Pittsburgh,Andrew Bunger,Not available,2024-09-05T15:37:53Z,public,2024-08-30T06:00:00Z
Utah FORGE 2-2439v2: Characterizing In-Situ Stress with Laboratory Modelling and Field Measurements - 2024 Annual Workshop Presentation,"This is a presentation on A Multi-Component Approach to Characterizing In-Situ Stress at the Utah FORGE Site: Laboratory Modelling and Field Measurements project by The University of Pittsburgh, presented by...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7710,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-06T17:37:10Z,public,2024-09-04T06:00:00Z
Sentinel-1 Input Data for PSInSAR Analysis,Files used to perform the Persistent Scatterer InSAR analysis with SARPROZ. The data is sourced from ESAs Sentinel-1 project and covers Brady Hot Springs and Desert Peak geothermal areas. The...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7426,Not available,Colorado School of Mines,Jim Moraga,Not available,2024-06-24T13:49:38Z,public,2021-04-29T06:00:00Z
Data Arrays for Microearthquake (MEQ) Monitoring using Deep Learning for the Newberry EGS Sites,The 'Machine Learning Approaches to Predicting Induced Seismicity and Imaging Geothermal Reservoir Properties' project looks to apply machine learning (ML) methods to Microearthquake (MEQ) data for imaging geothermal reservoir properties...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7428,Not available,Pennsylvania State University,Chris Marone,Not available,2021-06-10T15:44:52Z,public,2021-05-05T06:00:00Z
Hybrid machine learning model to predict 3D in-situ permeability evolution,Enhanced geothermal systems (EGS) can provide a sustainable and renewable solution to the new energy transition. Its potential relies on the ability to create a reservoir and to accurately evaluate...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7429,Not available,Pennsylvania State University,ziyan Li,Not available,2023-10-04T19:45:01Z,public,2022-11-22T07:00:00Z
Salton Sea Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to Salton Sea Geothermal Field. It includes all input and output files used with the Geothermal Exploration Artificial Intelligence. Input and output files are...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7424,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-09-07T17:49:35Z,public,2021-04-27T06:00:00Z
Processed Lab Data for Neural Network-Based Shear Stress Level Prediction,"Machine learning can be used to predict fault properties such as shear stress, friction, and time to failure using continuous records of fault zone acoustic emissions. The files are extracted...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7430,Not available,Pennsylvania State University,Duo Cheng,Not available,2021-06-10T15:40:19Z,public,2021-05-14T06:00:00Z
Active Source Seismic (Ultrasonic) Data from Double-Direct Shear Lab Experiments,"Active source ultrasonic data from lab experiments p5270 and p5271 including raw waveforms (WF) and mechanical data (mat). From the PSU team working on the ""Machine Learning Approaches to Predicting...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7427,Not available,Pennsylvania State University,Chris Marone,Not available,2021-06-08T19:19:38Z,public,2021-05-05T06:00:00Z
Programs and Code for Geothermal Exploration Artificial Intelligence,"The scripts below are used to run the Geothermal Exploration Artificial Intelligence developed within the ""Detection of Potential Geothermal Exploration Sites from Hyperspectral Images via Deep Learning"" project. It includes...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7425,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-06-09T21:22:13Z,public,2021-04-27T06:00:00Z
"Utah FORGE 2-2439: A Multi-Component Approach to Characterizing In-Situ Stress: Laboratory, Modeling and Field Measurement - Workshop Presentation","This is a presentation on A Multi-Component Approach to Characterizing In-Situ Stress at the U.S DOE FORGE EGS Site: Laboratory, Modeling and Field Measurement project by Battelle [Columbus, OH], presented...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7623,Not available,Battelle Memorial Institute,Sean Lattis,Not available,2023-09-25T15:48:15Z,public,2023-09-08T06:00:00Z
Utah FORGE 6-3712: Probabilistic Estimation of Seismic Response Using Physics-Informed Recurrent Neural Networks - 2024 Annual Workshop Presentation,"This is a presentation on the Probabilistic Estimation of Seismic Response Using Physics-Informed Recurrent Neural Networks by GTC Analytics, presented by Jesse Williams. This video slide presentation discusses the development...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7728,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-17T16:44:10Z,public,2024-09-17T06:00:00Z
GeoThermalCloud framework for fusion of big data and multi-physics models in Nevada and Southwest New Mexico,Our GeoThermalCloud framework is designed to process geothermal datasets using a novel toolbox for unsupervised and physics-informed machine learning called SmartTensors. More information about GeoThermalCloud can be found at the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7415,Not available,Los Alamos National Laboratory,Velimir Vesselinov,Not available,2021-05-17T15:57:18Z,public,2021-03-29T06:00:00Z
Machine Learning to Identify Geologic Factors Associated with Production in Geothermal Fields: A Case-Study Using 3D Geologic Data from Brady Geothermal Field and NMFk,"In this paper, we present an analysis using unsupervised machine learning (ML) to identify the key geologic factors that contribute to the geothermal production in Brady geothermal field. Brady is...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7460,Not available,United States Geological Survey,Drew Siler,Not available,2024-05-21T22:17:38Z,public,2021-10-01T06:00:00Z
"USGS Geophysics, Heat Flow, and Slip and Dilation Tendency Data used in Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This package contains USGS data contributions to the DOE-funded Nevada Geothermal Machine Learning Project, with the objective of developing a machine learning approach to identifying new geothermal systems in the...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7463,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-10-07T20:33:25Z,public,2021-06-01T06:00:00Z
Subsurface Characterization and Machine Learning Predictions at Brady Hot Springs Results,Geothermal power plants typically show decreasing heat and power production rates over time. Mitigation strategies include optimizing the management of existing wells - increasing or decreasing the fluid flow rates...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7462,Not available,National Renewable Energy Laboratory,Koenraad Beckers,Not available,2022-03-24T16:59:18Z,public,2021-10-20T06:00:00Z
"3-D Geologic Controls of Hydrothermal Fluid Flow at Brady Geothermal Field, Nevada using PCA","In many hydrothermal systems, fracture permeability along faults provides pathways for groundwater to transport heat from depth. Faulting generates a range of deformation styles that cross-cut heterogeneous geology, resulting in...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7461,Not available,United States Geological Survey,Drew Siler,Not available,2021-11-23T16:27:11Z,public,2021-10-01T06:00:00Z
"Potential structures - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains shapefiles, geotiffs, and symbology for the revised-from-Play-Fairway potential structures/structural settings used in the Nevada Geothermal Machine Learning project. Layers include potential structural setting ellipses, centroids, and distance-to-centroid...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7467,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-02-09T16:45:17Z,public,2021-02-20T07:00:00Z
"Machine Learning Model Geotiffs - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains geotiffs, supporting shapefiles and readmes for the inputs and output models of algorithms explored in the Nevada Geothermal Machine Learning project, meant to accompany the final report....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7465,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:39Z,public,2021-06-01T06:00:00Z
"GIS Resource Compilation Map Package - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains an ESRI map package (.mpk) with an embedded geodatabase for GIS resources used or derived in the Nevada Machine Learning project, meant to accompany the final report....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7464,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:53Z,public,2021-06-01T06:00:00Z
"Geochemistry and paleo-geothermal features - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains the geochemistry dataset and paleo-geothermal features (sinter, travertine, tufa) (shapefiles and symbology) used in the Nevada Geothermal Machine Learning project.",Dataset,"January 11, 2025",https://data.openei.org/submissions/7466,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-10-26T16:19:59Z,public,2020-11-01T06:00:00Z
"Utah FORGE 6-3629: Application of Machine Learning, Geomechanics, and Seismology for Real-Time Decision Making Tools During Stimulation - 2024 Annual Workshop Presentation","This is a presentation on the Cutting Edge Application of Machine Learning, Geomechanics, and Seismology for Real-Time Decision Making Tools During Stimulation by the University of Utah, presented by No'am...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7722,Not available,Energy and Geoscience Institute at the University of Utah,Sean Lattice,Not available,2024-09-17T15:57:44Z,public,2024-09-15T06:00:00Z
Brady Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to Brady's Geothermal Field. It includes all input and output files for the Geothermal Exploration Artificial Intelligence. Input and output files are sorted into...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7422,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-09-07T17:48:14Z,public,2021-04-27T06:00:00Z
Desert Peak Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to the Desert Peak Geothermal Field. It includes all input and output files used in the project. The files include data categories of raw...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7423,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-07-09T14:35:57Z,public,2021-04-27T06:00:00Z
Appendices for Geothermal Exploration Artificial Intelligence Report,The Geothermal Exploration Artificial Intelligence looks to use machine learning to spot geothermal identifiers from land maps. This is done to remotely detect geothermal sites for the purpose of energy...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7421,Not available,Colorado School of Mines,Jim Moraga,Not available,2022-01-13T15:25:08Z,public,2021-01-08T07:00:00Z
Subsurface Characterization and Machine Learning Predictions at Brady Hot Springs,"Subsurface data analysis, reservoir modeling, and machine learning (ML) techniques have been applied to the Brady Hot Springs (BHS) geothermal field in Nevada, USA to further characterize the subsurface and...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7418,Not available,National Renewable Energy Laboratory,Koenraad Beckers,Not available,2021-11-08T21:46:48Z,public,2021-02-18T07:00:00Z
INGENIOUS - Great Basin Regional Dataset Compilation,This is the regional dataset compilation for the INnovative Geothermal Exploration through Novel Investigations Of Undiscovered Systems (INGENIOUS) project. The primary goal of this project is to accelerate discoveries of...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7502,Not available,"GBCGE, NBMG, UNR",Elijah Mlawsky,Not available,2024-11-18T20:10:34Z,public,2022-06-30T06:00:00Z
Utah FORGE 2439: Machine Learning for Well 16A(78)-32 Stress Predictions,This report reviews the training of machine learning algorithms to laboratory triaxial ultrasonic velocity data for Utah FORGE Well 16A(78)-32. Three machine learning (ML) predictive models were developed for the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7608,Not available,Battelle Memorial Institute,Mark Kelley,Not available,2024-08-22T17:08:08Z,public,2023-06-19T06:00:00Z
Utah FORGE 2439: Machine Learning for Well 16A(78)-32 Stress Predictions - September 2023 Report,"This task completion report documents the development and implementation of machine learning (ML) models for the prediction of in-situ vertical (Sv), minimum horizontal (SHmin) and maximum horizontal (SHmax) stresses in...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7670,Not available,Battelle Memorial Institute,Sanjay Mawalkar,Not available,2024-08-22T17:09:02Z,public,2023-09-28T06:00:00Z
"Python Codebase and Jupyter Notebooks - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","Git archive containing Python modules and resources used to generate machine-learning models used in the ""Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region,...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7512,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:06Z,public,2022-06-30T06:00:00Z
Utah FORGE 3-2535: Preliminary Report on Development of a Reservoir Seismic Velocity Model,This report describes the development of a preliminary 3D seismic velocity model at the Utah FORGE site and first results from estimating seismic resolution in the generated fracture volume during...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7564,Not available,Array Information Technology,Roland Gritto,Not available,2024-08-22T15:54:19Z,public,2023-01-30T07:00:00Z
Utah FORGE 5-2557: Fluid and Temperature in Fracture Mechanics and Coupled THMC Processes - Workshop Presentation,"This is a presentation on the Role of Fluid and Temperature in Fracture Mechanics and Coupled Thermo-Hydro-Mechanical-Chemical (THMC) Processes for Enhanced Geothermal Systems project by Purdue University, presented by Distinguished...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7633,Not available,Purdue University,Sean Lattis,Not available,2023-09-27T14:37:38Z,public,2023-09-08T06:00:00Z
Topology-Based Machine-Learning for Modeling Power-System Responses to Contingencies,"This is the companion dataset to the presentation NREL/PR-6A20-77485, which was presented at the 2020 Joint Statistical Meeting on August 3, 2020. Developed for the machine-learning predictive modeling of power-system...",Dataset,"January 11, 2025",https://data.openei.org/submissions/8208,Not available,NREL,Brian W Bush,Not available,2024-12-18T17:36:27Z,public,2020-08-01T14:43:34Z
Battery inverter experimental data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 30 kW off-the-shelf grid following battery...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8255,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-01-06T18:53:48Z
PV inverter experimental data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 20 kW off-the-shelf grid following PV...,Dataset,"January 11, 2025",https://data.openei.org/submissions/8260,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-01-06T18:53:48Z
GeoThermalCloud framework for fusion of big data and multi-physics models in Nevada and Southwest New Mexico,Our GeoThermalCloud framework is designed to process geothermal datasets using a novel toolbox for unsupervised and physics-informed machine learning called SmartTensors. More information about GeoThermalCloud can be found at the...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7415,Not available,Los Alamos National Laboratory,Velimir Vesselinov,Not available,2021-05-17T15:57:18Z,public,2021-03-29T06:00:00Z
Subsurface Characterization and Machine Learning Predictions at Brady Hot Springs,"Subsurface data analysis, reservoir modeling, and machine learning (ML) techniques have been applied to the Brady Hot Springs (BHS) geothermal field in Nevada, USA to further characterize the subsurface and...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7418,Not available,National Renewable Energy Laboratory,Koenraad Beckers,Not available,2021-11-08T21:46:48Z,public,2021-02-18T07:00:00Z
Machine Learning to Identify Geologic Factors Associated with Production in Geothermal Fields: A Case-Study Using 3D Geologic Data from Brady Geothermal Field and NMFk,"In this paper, we present an analysis using unsupervised machine learning (ML) to identify the key geologic factors that contribute to the geothermal production in Brady geothermal field. Brady is...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7460,Not available,United States Geological Survey,Drew Siler,Not available,2024-05-21T22:17:38Z,public,2021-10-01T06:00:00Z
INGENIOUS - Great Basin Regional Dataset Compilation,This is the regional dataset compilation for the INnovative Geothermal Exploration through Novel Investigations Of Undiscovered Systems (INGENIOUS) project. The primary goal of this project is to accelerate discoveries of...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7502,Not available,"GBCGE, NBMG, UNR",Elijah Mlawsky,Not available,2024-11-18T20:10:34Z,public,2022-06-30T06:00:00Z
Sentinel-1 Input Data for PSInSAR Analysis,Files used to perform the Persistent Scatterer InSAR analysis with SARPROZ. The data is sourced from ESAs Sentinel-1 project and covers Brady Hot Springs and Desert Peak geothermal areas. The...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7426,Not available,Colorado School of Mines,Jim Moraga,Not available,2024-06-24T13:49:38Z,public,2021-04-29T06:00:00Z
Programs and Code for Geothermal Exploration Artificial Intelligence,"The scripts below are used to run the Geothermal Exploration Artificial Intelligence developed within the ""Detection of Potential Geothermal Exploration Sites from Hyperspectral Images via Deep Learning"" project. It includes...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7425,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-06-09T21:22:13Z,public,2021-04-27T06:00:00Z
Data Arrays for Microearthquake (MEQ) Monitoring using Deep Learning for the Newberry EGS Sites,The 'Machine Learning Approaches to Predicting Induced Seismicity and Imaging Geothermal Reservoir Properties' project looks to apply machine learning (ML) methods to Microearthquake (MEQ) data for imaging geothermal reservoir properties...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7428,Not available,Pennsylvania State University,Chris Marone,Not available,2021-06-10T15:44:52Z,public,2021-05-05T06:00:00Z
Processed Lab Data for Neural Network-Based Shear Stress Level Prediction,"Machine learning can be used to predict fault properties such as shear stress, friction, and time to failure using continuous records of fault zone acoustic emissions. The files are extracted...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7430,Not available,Pennsylvania State University,Duo Cheng,Not available,2021-06-10T15:40:19Z,public,2021-05-14T06:00:00Z
Active Source Seismic (Ultrasonic) Data from Double-Direct Shear Lab Experiments,"Active source ultrasonic data from lab experiments p5270 and p5271 including raw waveforms (WF) and mechanical data (mat). From the PSU team working on the ""Machine Learning Approaches to Predicting...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7427,Not available,Pennsylvania State University,Chris Marone,Not available,2021-06-08T19:19:38Z,public,2021-05-05T06:00:00Z
Hybrid machine learning model to predict 3D in-situ permeability evolution,Enhanced geothermal systems (EGS) can provide a sustainable and renewable solution to the new energy transition. Its potential relies on the ability to create a reservoir and to accurately evaluate...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7429,Not available,Pennsylvania State University,ziyan Li,Not available,2023-10-04T19:45:01Z,public,2022-11-22T07:00:00Z
"Potential structures - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains shapefiles, geotiffs, and symbology for the revised-from-Play-Fairway potential structures/structural settings used in the Nevada Geothermal Machine Learning project. Layers include potential structural setting ellipses, centroids, and distance-to-centroid...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7467,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-02-09T16:45:17Z,public,2021-02-20T07:00:00Z
GOOML Big Kahuna Forecast Modeling and Genetic Optimization Files,"This submission includes example files associated with the Geothermal Operational Optimization using Machine Learning (GOOML) Big Kahuna fictional power plant, which uses synthetic data to model a fictional power plant....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7432,Not available,Upflow,Paul Siratovich,Not available,2021-11-24T22:37:44Z,public,2021-06-30T06:00:00Z
Machine Learning-Assisted High-Temperature Reservoir Thermal Energy Storage Optimization: Numerical Modeling and Machine Learning Input and Output Files,"This data set includes the numerical modeling input files and output files used to synthesize data, and the reduced-order machine learning models trained from the synthesized data for reservoir thermal...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7522,Not available,Idaho National Laboratory,Wencheng Jin,Not available,2022-10-12T16:32:38Z,public,2022-04-15T06:00:00Z
Appendices for Geothermal Exploration Artificial Intelligence Report,The Geothermal Exploration Artificial Intelligence looks to use machine learning to spot geothermal identifiers from land maps. This is done to remotely detect geothermal sites for the purpose of energy...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7421,Not available,Colorado School of Mines,Jim Moraga,Not available,2022-01-13T15:25:08Z,public,2021-01-08T07:00:00Z
Salton Sea Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to Salton Sea Geothermal Field. It includes all input and output files used with the Geothermal Exploration Artificial Intelligence. Input and output files are...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7424,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-09-07T17:49:35Z,public,2021-04-27T06:00:00Z
Brady Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to Brady's Geothermal Field. It includes all input and output files for the Geothermal Exploration Artificial Intelligence. Input and output files are sorted into...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7422,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-09-07T17:48:14Z,public,2021-04-27T06:00:00Z
Desert Peak Geodatabase for Geothermal Exploration Artificial Intelligence,These files contain the geodatabases related to the Desert Peak Geothermal Field. It includes all input and output files used in the project. The files include data categories of raw...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7423,Not available,Colorado School of Mines,Jim Moraga,Not available,2021-07-09T14:35:57Z,public,2021-04-27T06:00:00Z
"GIS Resource Compilation Map Package - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains an ESRI map package (.mpk) with an embedded geodatabase for GIS resources used or derived in the Nevada Machine Learning project, meant to accompany the final report....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7464,Not available,Nevada Bureau of Mines and Geology,Elijah Mlawsky,Not available,2022-11-07T07:37:53Z,public,2021-06-01T06:00:00Z
"3-D Geologic Controls of Hydrothermal Fluid Flow at Brady Geothermal Field, Nevada using PCA","In many hydrothermal systems, fracture permeability along faults provides pathways for groundwater to transport heat from depth. Faulting generates a range of deformation styles that cross-cut heterogeneous geology, resulting in...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7461,Not available,United States Geological Survey,Drew Siler,Not available,2021-11-23T16:27:11Z,public,2021-10-01T06:00:00Z
"USGS Geophysics, Heat Flow, and Slip and Dilation Tendency Data used in Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This package contains USGS data contributions to the DOE-funded Nevada Geothermal Machine Learning Project, with the objective of developing a machine learning approach to identifying new geothermal systems in the...",Dataset,"January 11, 2025",https://data.openei.org/submissions/7463,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-10-07T20:33:25Z,public,2021-06-01T06:00:00Z
Subsurface Characterization and Machine Learning Predictions at Brady Hot Springs Results,Geothermal power plants typically show decreasing heat and power production rates over time. Mitigation strategies include optimizing the management of existing wells - increasing or decreasing the fluid flow rates...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7462,Not available,National Renewable Energy Laboratory,Koenraad Beckers,Not available,2022-03-24T16:59:18Z,public,2021-10-20T06:00:00Z
"Geochemistry and paleo-geothermal features - Applications of Machine Learning Techniques to Geothermal Play Fairway Analysis in the Great Basin Region, Nevada","This submission contains the geochemistry dataset and paleo-geothermal features (sinter, travertine, tufa) (shapefiles and symbology) used in the Nevada Geothermal Machine Learning project.",Dataset,"January 11, 2025",https://data.openei.org/submissions/7466,Not available,Nevada Bureau of Mines and Geology,James Faulds,Not available,2022-10-26T16:19:59Z,public,2020-11-01T06:00:00Z
